datetime,load,t1,t2,t3,t5,t9,t16,mean_temp,hr,month,is_holiday,is_weekend,mean_temp_lag1hr,mean_temp_lag2hr,load_lag1hr,load_lag2hr
2005-01-07 17:00:00,141.841,72,54,56,73,50,52,58.13636363636363,17,1,0,0,60.18181818181818,61.09090909090909,134.451,131.926
2005-01-07 18:00:00,167.857,68,52,54,70,46,53,55.95454545454545,18,1,0,0,58.13636363636363,60.18181818181818,141.841,134.451
2005-01-07 19:00:00,187.906,64,52,54,66,46,53,54.90909090909091,19,1,0,0,55.95454545454545,58.13636363636363,167.857,141.841
2005-01-07 20:00:00,182.566,61,48,53,63,46,53,54.09090909090909,20,1,0,0,54.90909090909091,55.95454545454545,187.906,167.857
2005-01-07 21:00:00,177.1,59,46,53,63,48,53,53.63636363636363,21,1,0,0,54.09090909090909,54.90909090909091,182.566,187.906
2005-01-07 22:00:00,167.515,58,46,52,61,48,54,52.90909090909091,22,1,0,0,53.63636363636363,54.09090909090909,177.1,182.566
2005-01-07 23:00:00,154.516,57,46,51,59,46,54,52.68181818181818,23,1,0,0,52.90909090909091,53.63636363636363,167.515,177.1
2005-01-08 00:00:00,135.599,56,46,49,61,46,56,52.09090909090909,0,1,0,1,52.68181818181818,52.90909090909091,154.516,167.515
2005-01-08 01:00:00,120.29,55,46,48,59,46,58,51.72727272727273,1,1,0,1,52.09090909090909,52.68181818181818,135.599,154.516
2005-01-08 02:00:00,111.896,53,48,47,59,46,61,51.04545454545455,2,1,0,1,51.72727272727273,52.09090909090909,120.29,135.599
2005-01-08 03:00:00,108.874,52,48,48,59,46,59,51.27272727272727,3,1,0,1,51.04545454545455,51.72727272727273,111.896,120.29
2005-01-08 04:00:00,109.066,52,48,49,59,46,60,51.18181818181818,4,1,0,1,51.27272727272727,51.04545454545455,108.874,111.896
2005-01-08 05:00:00,111.348,51,52,53,59,46,61,51.40909090909091,5,1,0,1,51.18181818181818,51.27272727272727,109.066,108.874
2005-01-08 06:00:00,116.849,50,52,56,61,48,61,51.72727272727273,6,1,0,1,51.40909090909091,51.18181818181818,111.348,109.066
2005-01-08 07:00:00,126.358,49,52,56,61,55,59,52.45454545454545,7,1,0,1,51.72727272727273,51.40909090909091,116.849,111.348
2005-01-08 08:00:00,140.613,49,52,57,61,55,58,53.77272727272727,8,1,0,1,52.45454545454545,51.72727272727273,126.358,116.849
2005-01-08 09:00:00,157.33,49,54,57,63,61,62,55.81818181818182,9,1,0,1,53.77272727272727,52.45454545454545,140.613,126.358
2005-01-08 10:00:00,168.881,54,57,58,66,61,64,58.86363636363637,10,1,0,1,55.81818181818182,53.77272727272727,157.33,140.613
2005-01-08 11:00:00,171.513,59,66,57,70,55,65,62.22727272727273,11,1,0,1,58.86363636363637,55.81818181818182,168.881,157.33
2005-01-08 12:00:00,168.229,63,72,58,73,55,67,64.95454545454545,12,1,0,1,62.22727272727273,58.86363636363637,171.513,168.881
2005-01-08 13:00:00,161.64,65,72,58,73,55,67,66.04545454545455,13,1,0,1,64.95454545454545,62.22727272727273,168.229,171.513
2005-01-08 14:00:00,154.324,68,72,57,77,57,66,66.72727272727273,14,1,0,1,66.04545454545455,64.95454545454545,161.64,168.229
2005-01-08 15:00:00,148.935,69,72,57,77,57,65,66.9090909090909,15,1,0,1,66.72727272727273,66.04545454545455,154.324,161.64
2005-01-08 16:00:00,146.992,69,64,55,77,55,64,66.5,16,1,0,1,66.9090909090909,66.72727272727273,148.935,154.324
2005-01-08 17:00:00,149.77,69,61,52,73,55,63,65.27272727272727,17,1,0,1,66.5,66.9090909090909,146.992,148.935
2005-01-08 18:00:00,166.561,65,59,49,73,48,63,62.5,18,1,0,1,65.27272727272727,66.5,149.77,146.992
2005-01-08 19:00:00,186.506,60,57,47,73,46,62,60.36363636363637,19,1,0,1,62.5,65.27272727272727,166.561,149.77
2005-01-08 20:00:00,182.54,57,54,45,72,45,62,57.77272727272727,20,1,0,1,60.36363636363637,62.5,186.506,166.561
2005-01-08 21:00:00,177.851,55,52,45,70,46,61,56.81818181818182,21,1,0,1,57.77272727272727,60.36363636363637,182.54,186.506
2005-01-08 22:00:00,169.805,53,54,44,70,45,61,55.0,22,1,0,1,56.81818181818182,57.77272727272727,177.851,182.54
2005-01-08 23:00:00,158.842,52,52,43,63,43,55,53.40909090909091,23,1,0,1,55.0,56.81818181818182,169.805,177.851
2005-01-09 00:00:00,142.696,51,46,41,61,43,53,51.63636363636363,0,1,0,1,53.40909090909091,55.0,158.842,169.805
2005-01-09 01:00:00,129.81,50,46,39,63,41,51,50.72727272727273,1,1,0,1,51.63636363636363,53.40909090909091,142.696,158.842
2005-01-09 02:00:00,122.627,48,46,37,61,39,50,48.63636363636363,2,1,0,1,50.72727272727273,51.63636363636363,129.81,142.696
2005-01-09 03:00:00,122.176,47,45,36,61,39,49,47.04545454545455,3,1,0,1,48.63636363636363,50.72727272727273,122.627,129.81
2005-01-09 04:00:00,124.299,46,41,34,59,39,48,45.5,4,1,0,1,47.04545454545455,48.63636363636363,122.176,122.627
2005-01-09 05:00:00,128.616,45,37,32,55,39,48,44.72727272727273,5,1,0,1,45.5,47.04545454545455,124.299,122.176
2005-01-09 06:00:00,136.82,44,39,33,55,37,47,44.31818181818182,6,1,0,1,44.72727272727273,45.5,128.616,124.299
2005-01-09 07:00:00,150.386,43,37,33,54,37,48,43.40909090909091,7,1,0,1,44.31818181818182,44.72727272727273,136.82,128.616
2005-01-09 08:00:00,172.917,43,37,33,54,39,48,42.95454545454545,8,1,0,1,43.40909090909091,44.31818181818182,150.386,136.82
2005-01-09 09:00:00,199.872,43,43,33,54,41,49,45.04545454545455,9,1,0,1,42.95454545454545,43.40909090909091,172.917,150.386
2005-01-09 10:00:00,198.357,50,46,35,54,45,52,47.5,10,1,0,1,45.04545454545455,42.95454545454545,199.872,172.917
2005-01-09 11:00:00,180.796,55,46,38,54,48,53,49.68181818181818,11,1,0,1,47.5,45.04545454545455,198.357,199.872
